,enzyme,index_source,index_target,node_source_linear,node_target_linear
2715,IGNT,948,1116,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2716,A3SIAT,948,1161,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2717,A3SIAT,949,1093,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2718,B4GALT,949,1112,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2719,IGNT,949,1117,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2720,A3SIAT,949,1162,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2721,A3SIAT,950,1094,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2722,B4GALT,950,1112,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2723,IGNT,950,1118,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2724,A3SIAT,950,1163,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2725,B4GALT,951,1113,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2726,B4GALT,951,1115,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2727,B4GALT,951,1119,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2728,B4GALT,952,1114,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2729,B4GALT,952,1116,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2730,B4GALT,952,1120,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2731,A3SIAT,953,1095,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2732,B4GALT,953,1121,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2733,A3SIAT,954,1095,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2734,B4GALT,954,1122,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2735,B4GALT,955,1117,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2736,B4GALT,955,1118,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2737,B4GALT,955,1123,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2738,A3SIAT,956,1096,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2739,B4GALT,956,1121,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2740,A3SIAT,957,1097,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
2741,B4GALT,957,1122,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2742,A3SIAT,958,1096,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2743,B4GALT,958,1126,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2744,B4GALT,959,1124,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2745,B4GALT,959,1125,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2746,B4GALT,959,1127,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2747,A3SIAT,960,1097,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
2748,B4GALT,960,1126,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2749,A3SIAT,961,1098,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2750,A3SIAT,961,1099,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2751,IGNT,961,1128,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2752,A3SIAT,961,1164,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2753,A3SIAT,962,1098,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2754,A3SIAT,962,1100,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2755,IGNT,962,1129,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2756,A3SIAT,962,1165,Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2757,A3SIAT,963,1099,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2758,A3SIAT,963,1100,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2759,IGNT,963,1130,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2760,A3SIAT,963,1166,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2761,A3SIAT,964,1101,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2762,B4GALT,964,1128,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2763,B4GALT,964,1131,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2764,A3SIAT,965,1101,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2765,B4GALT,965,1129,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2766,B4GALT,965,1132,GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2767,A3SIAT,966,1102,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2768,B4GALT,966,1128,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2769,B4GALT,966,1133,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2770,A3SIAT,967,1103,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2771,B4GALT,967,1129,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2772,B4GALT,967,1134,GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2773,A3SIAT,968,1102,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2774,B4GALT,968,1130,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2775,B4GALT,968,1135,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2776,A3SIAT,969,1103,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2777,B4GALT,969,1130,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2778,B4GALT,969,1136,GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2779,A3SIAT,970,1105,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2780,B4GALT,970,1131,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2781,B4GALT,970,1133,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2782,A3SIAT,971,1106,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2783,B4GALT,971,1132,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2784,B4GALT,971,1134,Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2785,A3SIAT,972,1104,Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
2786,A3SIAT,972,1107,Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
2787,A3SIAT,973,1104,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
2788,A3SIAT,973,1108,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
2789,A3SIAT,974,1109,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
2790,B4GALT,974,1135,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2791,B4GALT,974,1136,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2792,A3SIAT,975,1105,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2793,B4GALT,975,1137,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2794,B4GALT,975,1138,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2795,A3SIAT,976,1106,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2796,B4GALT,976,1137,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2797,B4GALT,976,1139,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2798,A3SIAT,977,1107,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
2799,A3SIAT,977,1108,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
2800,A3SIAT,978,1109,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
2801,B4GALT,978,1138,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
