,start,end,edge_list
1634,1396,1518,"(1396, 1518)"
1635,1396,1529,"(1396, 1529)"
1636,1397,1502,"(1397, 1502)"
1637,1397,1519,"(1397, 1519)"
1638,1397,1530,"(1397, 1530)"
1639,1397,1531,"(1397, 1531)"
1640,1398,1503,"(1398, 1503)"
1641,1398,1504,"(1398, 1504)"
1642,1398,1520,"(1398, 1520)"
1643,1398,1531,"(1398, 1531)"
1644,1399,1505,"(1399, 1505)"
1645,1399,1521,"(1399, 1521)"
1646,1399,1531,"(1399, 1531)"
1647,1403,1510,"(1403, 1510)"
1648,1403,1511,"(1403, 1511)"
1649,1403,1533,"(1403, 1533)"
1650,1404,1512,"(1404, 1512)"
1651,1404,1532,"(1404, 1532)"
1652,1404,1533,"(1404, 1533)"
1653,1405,1513,"(1405, 1513)"
1654,1405,1514,"(1405, 1514)"
1655,1405,1532,"(1405, 1532)"
1656,1405,1534,"(1405, 1534)"
1657,1406,1515,"(1406, 1515)"
1658,1406,1519,"(1406, 1519)"
1659,1406,1533,"(1406, 1533)"
1660,1406,1534,"(1406, 1534)"
1661,1407,1516,"(1407, 1516)"
1662,1407,1517,"(1407, 1517)"
1663,1407,1520,"(1407, 1520)"
1664,1407,1534,"(1407, 1534)"
1665,1408,1518,"(1408, 1518)"
1666,1408,1521,"(1408, 1521)"
1667,1408,1534,"(1408, 1534)"
1668,1410,1525,"(1410, 1525)"
1669,1410,1526,"(1410, 1526)"
1670,1410,1532,"(1410, 1532)"
1671,1410,1535,"(1410, 1535)"
1672,1411,1527,"(1411, 1527)"
1673,1411,1530,"(1411, 1530)"
1674,1411,1533,"(1411, 1533)"
1675,1411,1535,"(1411, 1535)"
1676,1412,1528,"(1412, 1528)"
1677,1412,1529,"(1412, 1529)"
1678,1412,1531,"(1412, 1531)"
1679,1412,1534,"(1412, 1534)"
1680,1412,1535,"(1412, 1535)"
1681,1453,1568,"(1453, 1568)"
1682,1454,1568,"(1454, 1568)"
1683,1455,1574,"(1455, 1574)"
1684,1455,1640,"(1455, 1640)"
1685,1457,1570,"(1457, 1570)"
1686,1457,1573,"(1457, 1573)"
1687,1458,1571,"(1458, 1571)"
1688,1458,1574,"(1458, 1574)"
1689,1459,1572,"(1459, 1572)"
1690,1459,1575,"(1459, 1575)"
1691,1463,1570,"(1463, 1570)"
1692,1463,1571,"(1463, 1571)"
1693,1463,1576,"(1463, 1576)"
1694,1463,1601,"(1463, 1601)"
1695,1464,1570,"(1464, 1570)"
1696,1464,1572,"(1464, 1572)"
1697,1464,1577,"(1464, 1577)"
1698,1465,1571,"(1465, 1571)"
1699,1465,1572,"(1465, 1572)"
1700,1465,1578,"(1465, 1578)"
1701,1465,1602,"(1465, 1602)"
1702,1466,1572,"(1466, 1572)"
1703,1466,1579,"(1466, 1579)"
1704,1467,1575,"(1467, 1575)"
1705,1468,1573,"(1468, 1573)"
1706,1469,1573,"(1469, 1573)"
1707,1469,1576,"(1469, 1576)"
1708,1469,1590,"(1469, 1590)"
1709,1470,1573,"(1470, 1573)"
1710,1470,1577,"(1470, 1577)"
1711,1471,1574,"(1471, 1574)"
1712,1471,1576,"(1471, 1576)"
1713,1472,1575,"(1472, 1575)"
1714,1472,1577,"(1472, 1577)"
1715,1473,1574,"(1473, 1574)"
1716,1473,1578,"(1473, 1578)"
1717,1474,1575,"(1474, 1575)"
1718,1474,1578,"(1474, 1578)"
1719,1474,1591,"(1474, 1591)"
1720,1475,1575,"(1475, 1575)"
1721,1475,1579,"(1475, 1579)"
1722,1476,1576,"(1476, 1576)"
1723,1476,1577,"(1476, 1577)"
1724,1476,1578,"(1476, 1578)"
1725,1476,1608,"(1476, 1608)"
1726,1477,1577,"(1477, 1577)"
1727,1477,1579,"(1477, 1579)"
1728,1478,1578,"(1478, 1578)"
1729,1478,1579,"(1478, 1579)"
1730,1478,1609,"(1478, 1609)"
1731,1479,1640,"(1479, 1640)"
1732,1485,1588,"(1485, 1588)"
1733,1485,1590,"(1485, 1590)"
1734,1486,1589,"(1486, 1589)"
1735,1486,1593,"(1486, 1593)"
1736,1487,1591,"(1487, 1591)"
1737,1487,1592,"(1487, 1592)"
1738,1488,1593,"(1488, 1593)"
1739,1488,1594,"(1488, 1594)"
1740,1489,1595,"(1489, 1595)"
1741,1489,1596,"(1489, 1596)"
1742,1497,1583,"(1497, 1583)"
1743,1497,1588,"(1497, 1588)"
1744,1497,1603,"(1497, 1603)"
1745,1498,1583,"(1498, 1583)"
1746,1498,1589,"(1498, 1589)"
1747,1498,1605,"(1498, 1605)"
1748,1499,1590,"(1499, 1590)"
1749,1499,1601,"(1499, 1601)"
1750,1499,1603,"(1499, 1603)"
1751,1500,1591,"(1500, 1591)"
1752,1500,1602,"(1500, 1602)"
1753,1500,1604,"(1500, 1604)"
1754,1501,1584,"(1501, 1584)"
1755,1501,1592,"(1501, 1592)"
1756,1501,1604,"(1501, 1604)"
1757,1502,1593,"(1502, 1593)"
1758,1502,1605,"(1502, 1605)"
1759,1502,1606,"(1502, 1606)"
1760,1503,1584,"(1503, 1584)"
1761,1503,1594,"(1503, 1594)"
1762,1503,1606,"(1503, 1606)"
1763,1504,1584,"(1504, 1584)"
1764,1504,1595,"(1504, 1595)"
1765,1504,1607,"(1504, 1607)"
1766,1505,1596,"(1505, 1596)"
1767,1505,1607,"(1505, 1607)"
1768,1510,1588,"(1510, 1588)"
1769,1510,1589,"(1510, 1589)"
1770,1510,1610,"(1510, 1610)"
1771,1511,1589,"(1511, 1589)"
1772,1511,1613,"(1511, 1613)"
1773,1512,1590,"(1512, 1590)"
1774,1512,1608,"(1512, 1608)"
1775,1512,1610,"(1512, 1610)"
1776,1513,1591,"(1513, 1591)"
1777,1513,1608,"(1513, 1608)"
1778,1513,1611,"(1513, 1611)"
1779,1514,1591,"(1514, 1591)"
1780,1514,1609,"(1514, 1609)"
1781,1514,1612,"(1514, 1612)"
1782,1515,1593,"(1515, 1593)"
1783,1515,1610,"(1515, 1610)"
1784,1515,1611,"(1515, 1611)"
1785,1516,1592,"(1516, 1592)"
1786,1516,1594,"(1516, 1594)"
1787,1516,1611,"(1516, 1611)"
1788,1517,1592,"(1517, 1592)"
1789,1517,1595,"(1517, 1595)"
1790,1517,1612,"(1517, 1612)"
1791,1518,1596,"(1518, 1596)"
1792,1518,1612,"(1518, 1612)"
1793,1519,1593,"(1519, 1593)"
1794,1519,1613,"(1519, 1613)"
1795,1519,1614,"(1519, 1614)"
1796,1520,1594,"(1520, 1594)"
1797,1520,1595,"(1520, 1595)"
1798,1520,1614,"(1520, 1614)"
1799,1521,1596,"(1521, 1596)"
1800,1521,1614,"(1521, 1614)"
1801,1525,1601,"(1525, 1601)"
1802,1525,1602,"(1525, 1602)"
1803,1525,1608,"(1525, 1608)"
1804,1525,1615,"(1525, 1615)"
1805,1526,1602,"(1526, 1602)"
1806,1526,1609,"(1526, 1609)"
1807,1526,1616,"(1526, 1616)"
1808,1527,1603,"(1527, 1603)"
1809,1527,1605,"(1527, 1605)"
1810,1527,1610,"(1527, 1610)"
1811,1527,1615,"(1527, 1615)"
1812,1528,1604,"(1528, 1604)"
1813,1528,1606,"(1528, 1606)"
1814,1528,1611,"(1528, 1611)"
1815,1528,1615,"(1528, 1615)"
1816,1529,1604,"(1529, 1604)"
1817,1529,1607,"(1529, 1607)"
1818,1529,1612,"(1529, 1612)"
1819,1529,1616,"(1529, 1616)"
1820,1530,1605,"(1530, 1605)"
1821,1530,1613,"(1530, 1613)"
1822,1530,1617,"(1530, 1617)"
1823,1531,1606,"(1531, 1606)"
1824,1531,1607,"(1531, 1607)"
1825,1531,1614,"(1531, 1614)"
1826,1531,1617,"(1531, 1617)"
1827,1532,1608,"(1532, 1608)"
1828,1532,1609,"(1532, 1609)"
1829,1532,1618,"(1532, 1618)"
1830,1533,1610,"(1533, 1610)"
1831,1533,1613,"(1533, 1613)"
1832,1533,1618,"(1533, 1618)"
1833,1534,1611,"(1534, 1611)"
1834,1534,1612,"(1534, 1612)"
1835,1534,1614,"(1534, 1614)"
1836,1534,1618,"(1534, 1618)"
1837,1535,1615,"(1535, 1615)"
1838,1535,1616,"(1535, 1616)"
1839,1535,1617,"(1535, 1617)"
1840,1535,1618,"(1535, 1618)"
1841,1570,1641,"(1570, 1641)"
1842,1570,1642,"(1570, 1642)"
1843,1571,1641,"(1571, 1641)"
1844,1571,1643,"(1571, 1643)"
1845,1571,1651,"(1571, 1651)"
1846,1572,1641,"(1572, 1641)"
1847,1572,1644,"(1572, 1644)"
1848,1573,1642,"(1573, 1642)"
1849,1574,1643,"(1574, 1643)"
1850,1575,1644,"(1575, 1644)"
1851,1576,1642,"(1576, 1642)"
1852,1576,1643,"(1576, 1643)"
1853,1576,1654,"(1576, 1654)"
1854,1577,1642,"(1577, 1642)"
1855,1577,1644,"(1577, 1644)"
1856,1578,1643,"(1578, 1643)"
1857,1578,1644,"(1578, 1644)"
1858,1578,1655,"(1578, 1655)"
1859,1579,1644,"(1579, 1644)"
1860,1583,1646,"(1583, 1646)"
1861,1583,1652,"(1583, 1652)"
1862,1584,1647,"(1584, 1647)"
1863,1584,1653,"(1584, 1653)"
1864,1588,1646,"(1588, 1646)"
1865,1588,1656,"(1588, 1656)"
1866,1589,1646,"(1589, 1646)"
1867,1589,1658,"(1589, 1658)"
1868,1590,1654,"(1590, 1654)"
1869,1590,1656,"(1590, 1656)"
1870,1591,1655,"(1591, 1655)"
1871,1591,1657,"(1591, 1657)"
1872,1592,1647,"(1592, 1647)"
1873,1592,1657,"(1592, 1657)"
1874,1593,1658,"(1593, 1658)"
1875,1593,1659,"(1593, 1659)"
1876,1594,1647,"(1594, 1647)"
1877,1594,1659,"(1594, 1659)"
1878,1595,1647,"(1595, 1647)"
1879,1595,1660,"(1595, 1660)"
1880,1596,1660,"(1596, 1660)"
1881,1601,1651,"(1601, 1651)"
1882,1601,1654,"(1601, 1654)"
1883,1601,1661,"(1601, 1661)"
1884,1602,1651,"(1602, 1651)"
1885,1602,1655,"(1602, 1655)"
1886,1602,1662,"(1602, 1662)"
1887,1603,1652,"(1603, 1652)"
1888,1603,1656,"(1603, 1656)"
1889,1603,1661,"(1603, 1661)"
1890,1604,1653,"(1604, 1653)"
1891,1604,1657,"(1604, 1657)"
1892,1604,1662,"(1604, 1662)"
1893,1605,1652,"(1605, 1652)"
1894,1605,1658,"(1605, 1658)"
1895,1605,1663,"(1605, 1663)"
1896,1606,1653,"(1606, 1653)"
1897,1606,1659,"(1606, 1659)"
1898,1606,1663,"(1606, 1663)"
1899,1607,1653,"(1607, 1653)"
1900,1607,1660,"(1607, 1660)"
1901,1607,1664,"(1607, 1664)"
1902,1608,1654,"(1608, 1654)"
1903,1608,1655,"(1608, 1655)"
1904,1608,1665,"(1608, 1665)"
1905,1609,1655,"(1609, 1655)"
1906,1609,1666,"(1609, 1666)"
1907,1610,1656,"(1610, 1656)"
1908,1610,1658,"(1610, 1658)"
1909,1610,1665,"(1610, 1665)"
1910,1611,1657,"(1611, 1657)"
1911,1611,1659,"(1611, 1659)"
1912,1611,1665,"(1611, 1665)"
1913,1612,1657,"(1612, 1657)"
1914,1612,1660,"(1612, 1660)"
1915,1612,1666,"(1612, 1666)"
1916,1613,1658,"(1613, 1658)"
1917,1613,1667,"(1613, 1667)"
1918,1614,1659,"(1614, 1659)"
1919,1614,1660,"(1614, 1660)"
1920,1614,1667,"(1614, 1667)"
1921,1615,1661,"(1615, 1661)"
1922,1615,1662,"(1615, 1662)"
1923,1615,1663,"(1615, 1663)"
1924,1615,1665,"(1615, 1665)"
1925,1616,1662,"(1616, 1662)"
1926,1616,1664,"(1616, 1664)"
1927,1616,1666,"(1616, 1666)"
1928,1617,1663,"(1617, 1663)"
1929,1617,1664,"(1617, 1664)"
1930,1617,1667,"(1617, 1667)"
1931,1618,1665,"(1618, 1665)"
1932,1618,1666,"(1618, 1666)"
1933,1618,1667,"(1618, 1667)"
1934,1641,1679,"(1641, 1679)"
1935,1642,1679,"(1642, 1679)"
1936,1643,1679,"(1643, 1679)"
1937,1643,1681,"(1643, 1681)"
1938,1644,1679,"(1644, 1679)"
1939,1646,1682,"(1646, 1682)"
1940,1647,1683,"(1647, 1683)"
1941,1651,1681,"(1651, 1681)"
1942,1651,1684,"(1651, 1684)"
1943,1652,1682,"(1652, 1682)"
1944,1652,1685,"(1652, 1685)"
1945,1653,1683,"(1653, 1683)"
1946,1653,1686,"(1653, 1686)"
1947,1654,1681,"(1654, 1681)"
1948,1654,1687,"(1654, 1687)"
1949,1655,1681,"(1655, 1681)"
1950,1655,1688,"(1655, 1688)"
1951,1656,1682,"(1656, 1682)"
1952,1656,1687,"(1656, 1687)"
1953,1657,1683,"(1657, 1683)"
1954,1657,1688,"(1657, 1688)"
1955,1658,1682,"(1658, 1682)"
1956,1658,1689,"(1658, 1689)"
1957,1659,1683,"(1659, 1683)"
1958,1659,1689,"(1659, 1689)"
1959,1660,1683,"(1660, 1683)"
1960,1660,1690,"(1660, 1690)"
1961,1661,1684,"(1661, 1684)"
1962,1661,1685,"(1661, 1685)"
1963,1661,1687,"(1661, 1687)"
1964,1662,1684,"(1662, 1684)"
1965,1662,1686,"(1662, 1686)"
1966,1662,1688,"(1662, 1688)"
1967,1663,1685,"(1663, 1685)"
1968,1663,1686,"(1663, 1686)"
1969,1663,1689,"(1663, 1689)"
1970,1664,1686,"(1664, 1686)"
1971,1664,1690,"(1664, 1690)"
1972,1665,1687,"(1665, 1687)"
1973,1665,1688,"(1665, 1688)"
1974,1665,1689,"(1665, 1689)"
1975,1666,1688,"(1666, 1688)"
1976,1666,1690,"(1666, 1690)"
1977,1667,1689,"(1667, 1689)"
1978,1667,1690,"(1667, 1690)"
1979,1681,1696,"(1681, 1696)"
1980,1682,1697,"(1682, 1697)"
1981,1683,1698,"(1683, 1698)"
1982,1684,1695,"(1684, 1695)"
1983,1684,1696,"(1684, 1696)"
1984,1685,1695,"(1685, 1695)"
1985,1685,1697,"(1685, 1697)"
1986,1686,1695,"(1686, 1695)"
1987,1686,1698,"(1686, 1698)"
1988,1687,1696,"(1687, 1696)"
1989,1687,1697,"(1687, 1697)"
1990,1688,1696,"(1688, 1696)"
1991,1688,1698,"(1688, 1698)"
1992,1689,1697,"(1689, 1697)"
1993,1689,1698,"(1689, 1698)"
1994,1690,1698,"(1690, 1698)"
1995,1695,1700,"(1695, 1700)"
1996,1696,1700,"(1696, 1700)"
1997,1697,1700,"(1697, 1700)"
1998,1698,1700,"(1698, 1700)"
